player_id,name,first_name,second_name,web_name,position,team_id,team_name,team_short,current_price,price_change,selected_by_percent,total_points,points_per_game,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,status,chance_of_playing_this_round,chance_of_playing_next_round,news,news_added,form,transfers_in,transfers_out,transfers_in_event,transfers_out_event,photo_url,photo_code,penalties_taker,corners_taker,freekicks_taker,team_attack_strength,team_defence_strength,team_overall_strength,next_1_gw,next_1_opponent,next_1_difficulty,next_1_venue,next_2_gw,next_2_opponent,next_2_difficulty,next_2_venue,next_3_gw,next_3_opponent,next_3_difficulty,next_3_venue,next_4_gw,next_4_opponent,next_4_difficulty,next_4_venue,next_5_gw,next_5_opponent,next_5_difficulty,next_5_venue,next_6_gw,next_6_opponent,next_6_difficulty,next_6_venue,avg_fixture_difficulty_6gw,total_points_season_1_ago,minutes_season_1_ago,goals_scored_season_1_ago,assists_season_1_ago,clean_sheets_season_1_ago,start_cost_season_1_ago,end_cost_season_1_ago,total_points_season_2_ago,minutes_season_2_ago,goals_scored_season_2_ago,assists_season_2_ago,clean_sheets_season_2_ago,start_cost_season_2_ago,end_cost_season_2_ago,total_points_season_3_ago,minutes_season_3_ago,goals_scored_season_3_ago,assists_season_3_ago,clean_sheets_season_3_ago,start_cost_season_3_ago,end_cost_season_3_ago,goals_scored_per_90,assists_per_90,clean_sheets_per_90,goals_conceded_per_90,own_goals_per_90,penalties_saved_per_90,penalties_missed_per_90,yellow_cards_per_90,red_cards_per_90,saves_per_90,bonus_per_90,minutes_per_game,games_played,total_points_per_90
518,João Pedro Ferreira da Silva,João Pedro,Ferreira da Silva,Jota,MID,16,Nott'm Forest,NFO,5.5,0.0,0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,59,144,59,144,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,510500.jpg,False,False,False,2380,2360,2370,1,5,3,H,2,8,3,A,3,19,2,H,4,1,4,A,5,3,2,A,6,17,2,H,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,Nicolás Domínguez,Nicolás,Domínguez,Dominguez,MID,16,Nott'm Forest,NFO,5.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,i,0.0,0.0,Knee injury - Expected back 04 Oct,2025-07-21T10:00:04.988497Z,0.0,0,5,0,5,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,250199.jpg,False,False,False,2380,2360,2370,1,5,3,H,2,8,3,A,3,19,2,H,4,1,4,A,5,3,2,A,6,17,2,H,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,Lewis O'Brien,Lewis,O'Brien,O'Brien,MID,16,Nott'm Forest,NFO,5.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,0.0,0.0,Has joined Wrexham permanently.,2025-07-25T14:55:12.030109Z,0.0,0,16,0,16,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,243345.jpg,False,False,False,2380,2360,2370,1,5,3,H,2,8,3,A,3,19,2,H,4,1,4,A,5,3,2,A,6,17,2,H,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,Ibrahim Sangaré,Ibrahim,Sangaré,Sangaré,MID,16,Nott'm Forest,NFO,5.0,0.0,0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,31,62,31,62,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,210462.jpg,False,False,False,2380,2360,2370,1,5,3,H,2,8,3,A,3,19,2,H,4,1,4,A,5,3,2,A,6,17,2,H,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,Ryan Yates,Ryan,Yates,Yates,MID,16,Nott'm Forest,NFO,5.0,0.0,0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,44,123,44,123,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,204968.jpg,False,False,False,2380,2360,2370,1,5,3,H,2,8,3,A,3,19,2,H,4,1,4,A,5,3,2,A,6,17,2,H,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,Eric da Silva Moreira,Eric,da Silva Moreira,Da Silva Moreira,MID,16,Nott'm Forest,NFO,4.5,0.0,0.2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,165,193,165,193,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,569014.jpg,False,False,False,2380,2360,2370,1,5,3,H,2,8,3,A,3,19,2,H,4,1,4,A,5,3,2,A,6,17,2,H,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,Marko Stamenić,Marko,Stamenić,Stamenic,MID,16,Nott'm Forest,NFO,4.5,0.0,0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,54,65,54,65,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,495161.jpg,False,False,False,2380,2360,2370,1,5,3,H,2,8,3,A,3,19,2,H,4,1,4,A,5,3,2,A,6,17,2,H,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,Chris Wood,Chris,Wood,Wood,FWD,16,Nott'm Forest,NFO,7.5,0.0,13.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,4519,9814,4519,9814,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,60689.jpg,True,False,False,2380,2360,2370,1,5,3,H,2,8,3,A,3,19,2,H,4,1,4,A,5,3,2,A,6,17,2,H,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,Igor Jesus Maciel da Cruz,Igor Jesus,Maciel da Cruz,Igor Jesus,FWD,16,Nott'm Forest,NFO,6.0,0.0,0.8,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,523,1004,523,1004,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,482973.jpg,False,False,False,2380,2360,2370,1,5,3,H,2,8,3,A,3,19,2,H,4,1,4,A,5,3,2,A,6,17,2,H,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,Taiwo Awoniyi,Taiwo,Awoniyi,Awoniyi,FWD,16,Nott'm Forest,NFO,5.5,0.0,0.8,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,839,946,839,946,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,210156.jpg,False,False,False,2380,2360,2370,1,5,3,H,2,8,3,A,3,19,2,H,4,1,4,A,5,3,2,A,6,17,2,H,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,Dan Ndoye,Dan,Ndoye,Ndoye,MID,16,Nott'm Forest,NFO,6.0,0.0,0.3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,147,227,147,227,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,456512.jpg,False,False,False,2380,2360,2370,1,5,3,H,2,8,3,A,3,19,2,H,4,1,4,A,5,3,2,A,6,17,2,H,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Angus Gunn,Angus,Gunn,Gunn,GKP,16,Nott'm Forest,NFO,4.0,0.0,1.9,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,1763,656,1763,656,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,107265.jpg,False,False,False,2380,2360,2370,1,5,3,H,2,8,3,A,3,19,2,H,4,1,4,A,5,3,2,A,6,17,2,H,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Marc Guiu Paz,Marc,Guiu Paz,Marc Guiu,FWD,17,Sunderland,SUN,4.5,0.0,20.7,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,100.0,100.0,,2025-08-11T10:30:07.368326Z,0.0,11115,4955,11115,4955,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,499309.jpg,False,False,False,2100,2100,2100,1,19,2,H,2,3,2,A,3,5,3,H,4,8,3,A,5,2,3,H,6,16,3,A,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,Anthony Patterson,Anthony,Patterson,Patterson,GKP,17,Sunderland,SUN,4.5,0.0,0.3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,133,253,133,253,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,232571.jpg,False,False,False,2100,2100,2100,1,19,2,H,2,3,2,A,3,5,3,H,4,8,3,A,5,2,3,H,6,16,3,A,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,Simon Moore,Simon,Moore,Moore,GKP,17,Sunderland,SUN,4.0,0.0,0.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,174,169,174,169,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,74854.jpg,False,False,False,2100,2100,2100,1,19,2,H,2,3,2,A,3,5,3,H,4,8,3,A,5,2,3,H,6,16,3,A,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,Blondy Nna Noukeu,Blondy,Nna Noukeu,Nna Noukeu,GKP,17,Sunderland,SUN,4.0,0.0,0.2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,32,72,32,72,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,490000.jpg,False,False,False,2100,2100,2100,1,19,2,H,2,3,2,A,3,5,3,H,4,8,3,A,5,2,3,H,6,16,3,A,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,Daniel Ballard,Daniel,Ballard,Ballard,DEF,17,Sunderland,SUN,4.5,0.0,0.2,1,1.0,35,0,0,0,0,0,0,0,0,0,0,0,16,0.0,0.0,0.0,0.0,a,,,,,1.0,160,94,160,94,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,223827.jpg,False,False,False,2100,2100,2100,1,19,2,H,2,3,2,A,3,5,3,H,4,8,3,A,5,2,3,H,6,16,3,A,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,Trai Hume,Trai,Hume,Hume,DEF,17,Sunderland,SUN,4.5,0.0,0.2,1,1.0,35,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,a,,,,,1.0,93,88,93,88,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,487676.jpg,False,False,False,2100,2100,2100,1,19,2,H,2,3,2,A,3,5,3,H,4,8,3,A,5,2,3,H,6,16,3,A,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,Aji Alese,Aji,Alese,Alese,DEF,17,Sunderland,SUN,4.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,i,0.0,0.0,Shoulder injury - Expected back 13 Sep,2025-07-21T10:00:05.007315Z,0.0,11,11,11,11,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,220684.jpg,False,False,False,2100,2100,2100,1,19,2,H,2,3,2,A,3,5,3,H,4,8,3,A,5,2,3,H,6,16,3,A,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,Joe Anderson,Joe,Anderson,Anderson,DEF,17,Sunderland,SUN,4.0,0.0,0.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,216,246,216,246,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,232820.jpg,False,False,False,2100,2100,2100,1,19,2,H,2,3,2,A,3,5,3,H,4,8,3,A,5,2,3,H,6,16,3,A,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,Dennis Cirkin,Dennis,Cirkin,Cirkin,DEF,17,Sunderland,SUN,4.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,i,0.0,0.0,Wrist Injury - Expected back 13 Sep,2025-07-21T10:00:05.027113Z,0.0,6,41,6,41,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,461195.jpg,False,False,False,2100,2100,2100,1,19,2,H,2,3,2,A,3,5,3,H,4,8,3,A,5,2,3,H,6,16,3,A,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,Leo Fuhr Hjelde,Leo Fuhr,Hjelde,Hjelde,DEF,17,Sunderland,SUN,4.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,i,0.0,0.0,Achilles injury - Expected back 13 Sep,2025-07-21T10:00:05.047173Z,0.0,5,9,5,9,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,477547.jpg,False,False,False,2100,2100,2100,1,19,2,H,2,3,2,A,3,5,3,H,4,8,3,A,5,2,3,H,6,16,3,A,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,Niall Huggins,Niall,Huggins,Huggins,DEF,17,Sunderland,SUN,4.0,0.0,0.2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,64,132,64,132,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,492066.jpg,False,False,False,2100,2100,2100,1,19,2,H,2,3,2,A,3,5,3,H,4,8,3,A,5,2,3,H,6,16,3,A,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,Zak Johnson,Zak,Johnson,Johnson,DEF,17,Sunderland,SUN,4.0,0.0,0.2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,88,147,88,147,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,514613.jpg,False,False,False,2100,2100,2100,1,19,2,H,2,3,2,A,3,5,3,H,4,8,3,A,5,2,3,H,6,16,3,A,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,Luke O'Nien,Luke,O'Nien,O'Nien,DEF,17,Sunderland,SUN,4.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,i,0.0,0.0,Shoulder injury - Expected back 13 Sep,2025-07-21T10:00:05.068622Z,0.0,30,44,30,44,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,167512.jpg,True,False,False,2100,2100,2100,1,19,2,H,2,3,2,A,3,5,3,H,4,8,3,A,5,2,3,H,6,16,3,A,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,Timothée Pembélé,Timothée,Pembélé,Pembele,DEF,17,Sunderland,SUN,4.0,0.0,0.2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,67,135,67,135,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,465702.jpg,False,False,False,2100,2100,2100,1,19,2,H,2,3,2,A,3,5,3,H,4,8,3,A,5,2,3,H,6,16,3,A,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,Reinildo Mandava,Reinildo,Mandava,Reinildo,DEF,17,Sunderland,SUN,4.0,0.0,7.0,1,1.0,35,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,a,,,,,1.0,2958,1142,2958,1142,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,434399.jpg,False,False,False,2100,2100,2100,1,19,2,H,2,3,2,A,3,5,3,H,4,8,3,A,5,2,3,H,6,16,3,A,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,Jenson Seelt,Jenson,Seelt,Seelt,DEF,17,Sunderland,SUN,4.0,0.0,0.3,1,1.0,35,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,a,,,,,1.0,143,152,143,152,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,519634.jpg,False,False,False,2100,2100,2100,1,19,2,H,2,3,2,A,3,5,3,H,4,8,3,A,5,2,3,H,6,16,3,A,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,Simon Adingra,Simon,Adingra,Adingra,MID,17,Sunderland,SUN,5.5,0.0,1.6,1,1.0,35,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,a,,,,,1.0,628,731,628,731,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,535818.jpg,False,False,False,2100,2100,2100,1,19,2,H,2,3,2,A,3,5,3,H,4,8,3,A,5,2,3,H,6,16,3,A,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,Habib Diarra,Habib,Diarra,Diarra,MID,17,Sunderland,SUN,5.5,0.0,0.1,1,1.0,35,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,a,,,,,1.0,42,66,42,66,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,547027.jpg,False,False,False,2100,2100,2100,1,19,2,H,2,3,2,A,3,5,3,H,4,8,3,A,5,2,3,H,6,16,3,A,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,Patrick Roberts,Patrick,Roberts,Roberts,MID,17,Sunderland,SUN,5.5,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,18,61,18,61,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,124165.jpg,True,False,False,2100,2100,2100,1,19,2,H,2,3,2,A,3,5,3,H,4,8,3,A,5,2,3,H,6,16,3,A,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,Milan Aleksić,Milan,Aleksić,Aleksić,MID,17,Sunderland,SUN,5.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,8,56,8,56,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,626844.jpg,False,False,False,2100,2100,2100,1,19,2,H,2,3,2,A,3,5,3,H,4,8,3,A,5,2,3,H,6,16,3,A,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,Enzo Le Fée,Enzo,Le Fée,E.Le Fée,MID,17,Sunderland,SUN,5.0,0.0,0.4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,100,296,100,296,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,484420.jpg,False,False,False,2100,2100,2100,1,19,2,H,2,3,2,A,3,5,3,H,4,8,3,A,5,2,3,H,6,16,3,A,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,Romaine Mundle,Romaine,Mundle,Mundle,MID,17,Sunderland,SUN,5.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,i,0.0,0.0,Hamstring injury - Expected back 18 Oct,2025-08-10T23:30:07.214806Z,0.0,1,43,1,43,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,461199.jpg,False,False,False,2100,2100,2100,1,19,2,H,2,3,2,A,3,5,3,H,4,8,3,A,5,2,3,H,6,16,3,A,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,Dan Neil,Dan,Neil,Neil,MID,17,Sunderland,SUN,5.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,10,62,10,62,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,223336.jpg,False,False,False,2100,2100,2100,1,19,2,H,2,3,2,A,3,5,3,H,4,8,3,A,5,2,3,H,6,16,3,A,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,Ian Poveda-Ocampo,Ian,Poveda-Ocampo,Poveda,MID,17,Sunderland,SUN,5.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,4,41,4,41,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,215460.jpg,False,False,False,2100,2100,2100,1,19,2,H,2,3,2,A,3,5,3,H,4,8,3,A,5,2,3,H,6,16,3,A,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,Chris Rigg,Chris,Rigg,Rigg,MID,17,Sunderland,SUN,5.0,0.0,0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,14,71,14,71,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,554197.jpg,False,False,False,2100,2100,2100,1,19,2,H,2,3,2,A,3,5,3,H,4,8,3,A,5,2,3,H,6,16,3,A,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,Noah Sadiki,Noah,Sadiki,Sadiki,MID,17,Sunderland,SUN,5.0,0.0,0.0,1,1.0,35,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,a,,,,,1.0,15,54,15,54,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,577669.jpg,False,False,False,2100,2100,2100,1,19,2,H,2,3,2,A,3,5,3,H,4,8,3,A,5,2,3,H,6,16,3,A,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,Chemsdine Talbi,Chemsdine,Talbi,Talbi,MID,17,Sunderland,SUN,5.0,0.0,0.1,1,1.0,35,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,a,,,,,1.0,98,102,98,102,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,549912.jpg,False,False,False,2100,2100,2100,1,19,2,H,2,3,2,A,3,5,3,H,4,8,3,A,5,2,3,H,6,16,3,A,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,Abdoullah Ba,Abdoullah,Ba,Ba,MID,17,Sunderland,SUN,4.5,0.0,0.3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,162,180,162,180,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,477851.jpg,False,False,False,2100,2100,2100,1,19,2,H,2,3,2,A,3,5,3,H,4,8,3,A,5,2,3,H,6,16,3,A,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,Alan Browne,Alan,Browne,Browne,MID,17,Sunderland,SUN,4.5,0.0,0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,152,101,152,101,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,171422.jpg,False,False,False,2100,2100,2100,1,19,2,H,2,3,2,A,3,5,3,H,4,8,3,A,5,2,3,H,6,16,3,A,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,Pierre Ekwah Elimby,Pierre,Ekwah Elimby,Ekwah,MID,17,Sunderland,SUN,4.5,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,0.0,0.0,Has joined AS Saint-Etienne permanently.,2025-08-14T14:03:00.702056Z,0.0,0,157,0,157,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,458297.jpg,False,False,False,2100,2100,2100,1,19,2,H,2,3,2,A,3,5,3,H,4,8,3,A,5,2,3,H,6,16,3,A,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,Harrison Jones,Harrison,Jones,H.Jones,MID,17,Sunderland,SUN,4.5,0.0,0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,48,79,48,79,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,547410.jpg,False,False,False,2100,2100,2100,1,19,2,H,2,3,2,A,3,5,3,H,4,8,3,A,5,2,3,H,6,16,3,A,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,Jay Matete,Jay,Matete,Matete,MID,17,Sunderland,SUN,4.5,0.0,0.3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,209,247,209,247,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,493837.jpg,False,False,False,2100,2100,2100,1,19,2,H,2,3,2,A,3,5,3,H,4,8,3,A,5,2,3,H,6,16,3,A,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
